,_id,ltable_ID,rtable_ID,ltable_Title,ltable_Artist,ltable_Genre,rtable_Title,rtable_Artist,rtable_Genre,Match
32224,32224,2575,645,The Very Best of Jay & the Americans [CD],Jay & the Americans,Pop,The Secret Life Of The Veronicas,The Veronicas,"Rock,Pop",0
32262,32262,2837,645,The Very Best of the Righteous Brothers: Unchained Melody [CD],The Righteous Brothers,Pop,The Secret Life Of The Veronicas,The Veronicas,"Rock,Pop",0
32273,32273,2936,645,The Very Best of Adam & the Ants: Stand & Deliver [CD],Adam and the Ants,Pop,The Secret Life Of The Veronicas,The Veronicas,"Rock,Pop",0
32314,32314,3286,645,City of Sound [CD],The Revivalists,Pop,The Secret Life Of The Veronicas,The Veronicas,"Rock,Pop",0
32327,32327,3363,645,The Punishment of Luxury: B Sides & Bonus Material [CD],Orchestral Manoeuvres in the Dark,Pop,The Secret Life Of The Veronicas,The Veronicas,"Rock,Pop",0
32336,32336,3430,645,Playlist: The Very Best of the Turtles [CD],The Turtles,Pop,The Secret Life Of The Veronicas,The Veronicas,"Rock,Pop",0
32349,32349,3530,645,The Punishment of Luxury [CD & DVD],Orchestral Manoeuvres in the Dark,Pop,The Secret Life Of The Veronicas,The Veronicas,"Rock,Pop",0
32368,32368,3674,645,The Very Best of Frankie Valli & the Four Seasons [Rhino 2002] [CD],Frankie Valli & the Four Seasons,Pop,The Secret Life Of The Veronicas,The Veronicas,"Rock,Pop",0
32396,32396,3845,645,Temple of the Dog [CD],Temple of the Dog,Pop,The Secret Life Of The Veronicas,The Veronicas,"Rock,Pop",0
32397,32397,3848,645,Come on Get Happy: Very Best of Partridge Family [Remastered] [CD],The Partridge Family,Pop,The Secret Life Of The Veronicas,The Veronicas,"Rock,Pop",0
32407,32407,3941,645,The Resistance: Rise of the Runaways [CD],Crown the Empire,Pop,The Secret Life Of The Veronicas,The Veronicas,"Rock,Pop",0
32424,32424,4052,645,The Age of Absurdity [CD],Phil Campbell & the Bastard Sons,Pop,The Secret Life Of The Veronicas,The Veronicas,"Rock,Pop",0
32425,32425,4060,645,Jump Back: The Best of the Rolling Stones (1971-1993) [CD],The Rolling Stones,Pop,The Secret Life Of The Veronicas,The Veronicas,"Rock,Pop",0
32436,32436,4157,645,The Best of KC and the Sunshine Band [CD],KC & the Sunshine Band,Pop,The Secret Life Of The Veronicas,The Veronicas,"Rock,Pop",0
32437,32437,4160,645,In Search of the Lost Chord [US 2008 Bonus Tracks] [CD],The Moody Blues,Pop,The Secret Life Of The Veronicas,The Veronicas,"Rock,Pop",0
32449,32449,4208,645,Elektra Years: 1978-1987 [Six-LP Set of Colored Vinyl] [LP] - VINYL,The Cars,Pop,The Secret Life Of The Veronicas,The Veronicas,"Rock,Pop",0
32450,32450,4209,645,Let It Rock: The Best of the Georgia Satellites [CD],The Georgia Satellites,Pop,The Secret Life Of The Veronicas,The Veronicas,"Rock,Pop",0
32466,32466,4279,645,20th Century Masters: The Millennium Collection: Best of the Moody Blues [CD],The Moody Blues,Pop,The Secret Life Of The Veronicas,The Veronicas,"Rock,Pop",0
32486,32486,1488,645,How to Save a Life [CD],The Fray,Pop,The Secret Life Of The Veronicas,The Veronicas,"Rock,Pop",0
32747,32747,2771,666,Goodbye Yellow Brick Road [LP] - VINYL,Elton John,Pop,Peachtree Road,Elton John,"Rock,Pop",0
32749,32749,3117,666,The Long Road Home: The Ultimate John Fogerty/Creedence Collection [CD] [PA],John Fogerty,Pop,Peachtree Road,Elton John,"Rock,Pop",0
32751,32751,3843,666,Goodbye Yellow Brick Road [CD],Elton John,Pop,Peachtree Road,Elton John,"Rock,Pop",0
32771,32771,1909,672,Until You Find Your Green [LP] - VINYL,The Baird Sisters,Pop,Green Imagination,The Sunshine Fix,"Indie,Pop",0
32781,32781,2399,673,Light Me Up [Bonus Track] [CD],The Pretty Reckless,Pop,The Cover Up,I Am The World Trade Center,"Indie,Pop",0
32786,32786,2878,673,Shake It Up [Expanded Edition] [CD],The Cars,Pop,The Cover Up,I Am The World Trade Center,"Indie,Pop",0
33770,33770,4312,685,Monkey Business [CD],The Black Eyed Peas,Pop,Monkey Business,The Black Eyed Peas,"Pop,R&B",1
34072,34072,1018,701,"Too Weird to Live, Too Rare to Die! [CD]",Panic! At the Disco,Pop,Chutes Too Narrow,The Shins,"Indie,Pop",0
34074,34074,1999,701,"Too Weird to Live, Too Rare to Die! [LP] - VINYL",Panic! At the Disco,Pop,Chutes Too Narrow,The Shins,"Indie,Pop",0
34079,34079,268,702,Playlist: The Very Best of the Guess Who [CD],The Guess Who,Pop,Who Will Cut Our Hair When We're Gone?,The Unicorns,"Indie,Pop",0
34082,34082,2574,702,The Who by Numbers [CD],The Who,Pop,Who Will Cut Our Hair When We're Gone?,The Unicorns,"Indie,Pop",0
34164,34164,3103,706,In the Zone [CD],Britney Spears,Pop,In The Zone,Britney Spears,"Dance,Pop",1
34521,34521,221,732,Sounds of Summer: The Very Best of the Beach Boys [CD],The Beach Boys,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34525,34525,241,732,The Punishment of Luxury [CD],Orchestral Manoeuvres in the Dark,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34531,34531,258,732,Time Flies: The Best of Huey Lewis & the News [CD],Huey Lewis & the News,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34532,34532,268,732,Playlist: The Very Best of the Guess Who [CD],The Guess Who,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34541,34541,326,732,Best of the Mamas & the Papas: 20th Century Masters [CD],The Mamas & the Papas,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34545,34545,343,732,The Very Best of the Rolling Stones 1964-1971 [CD],The Rolling Stones,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34560,34560,429,732,The Battle of Los Angeles [CD] [PA],Rage Against the Machine,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34592,34592,600,732,Death of a Bachelor [LP] - VINYL,Panic! At the Disco,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34612,34612,710,732,Moving in Stereo: The Best of the Cars [LP] - VINYL,The Cars,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34695,34695,1305,732,Best of the Knack [CD],The Knack,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34707,34707,1380,732,Moving in Stereo: The Best of the Cars [CD],The Cars,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34724,34724,1546,732,Days of Future Passed: Live [CD],The Moody Blues,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34725,34725,1548,732,20th Century Masters - The Millennium Collection: The Best of the Grass Roots [CD],The Grass Roots,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34745,34745,1675,732,Big Innings: The Best of the Outfield [CD],The Outfield,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34746,34746,1676,732,The Very Best of the Rascals [Rhino] [CD],The Rascals,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34759,34759,1720,732,Best of OMD [UK Bonus Tracks] [CD],Orchestral Manoeuvres in the Dark,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34760,34760,1722,732,The Very Best of Tommy James & the Shondells [CD],Tommy James & the Shondells,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34761,34761,1738,732,The Very Best of the Doors [2007 2-CD] [CD],The Doors,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34775,34775,1877,732,Days of Future Passed [LP] - VINYL,The Moody Blues,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34776,34776,1880,732,96 Tears: The Very Best of Question Mark & the Mysterians [CD],? & the Mysterians,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34789,34789,1951,732,The  Disfigurement of Existence [CD],Signs of the Swarm,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34795,34795,2013,732,Death of a Bachelor [CD],Panic! At the Disco,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34835,34835,2356,732,Through the Years: The Best of the Fray [CD],The Fray,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34865,34865,2575,732,The Very Best of Jay & the Americans [CD],Jay & the Americans,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34903,34903,2837,732,The Very Best of the Righteous Brothers: Unchained Melody [CD],The Righteous Brothers,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34914,34914,2936,732,The Very Best of Adam & the Ants: Stand & Deliver [CD],Adam and the Ants,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34955,34955,3286,732,City of Sound [CD],The Revivalists,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34968,34968,3363,732,The Punishment of Luxury: B Sides & Bonus Material [CD],Orchestral Manoeuvres in the Dark,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34977,34977,3430,732,Playlist: The Very Best of the Turtles [CD],The Turtles,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
34990,34990,3530,732,The Punishment of Luxury [CD & DVD],Orchestral Manoeuvres in the Dark,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
35009,35009,3674,732,The Very Best of Frankie Valli & the Four Seasons [Rhino 2002] [CD],Frankie Valli & the Four Seasons,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
35037,35037,3845,732,Temple of the Dog [CD],Temple of the Dog,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
35038,35038,3848,732,Come on Get Happy: Very Best of Partridge Family [Remastered] [CD],The Partridge Family,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
35048,35048,3941,732,The Resistance: Rise of the Runaways [CD],Crown the Empire,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
35065,35065,4052,732,The Age of Absurdity [CD],Phil Campbell & the Bastard Sons,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
35066,35066,4060,732,Jump Back: The Best of the Rolling Stones (1971-1993) [CD],The Rolling Stones,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
35077,35077,4157,732,The Best of KC and the Sunshine Band [CD],KC & the Sunshine Band,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
35078,35078,4160,732,In Search of the Lost Chord [US 2008 Bonus Tracks] [CD],The Moody Blues,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
35090,35090,4208,732,Elektra Years: 1978-1987 [Six-LP Set of Colored Vinyl] [LP] - VINYL,The Cars,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
35091,35091,4209,732,Let It Rock: The Best of the Georgia Satellites [CD],The Georgia Satellites,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
35107,35107,4279,732,20th Century Masters: The Millennium Collection: Best of the Moody Blues [CD],The Moody Blues,Pop,The Smell Of Our Own,The Hidden Cameras,"Indie,Rock,Pop",0
35139,35139,3276,734,Sgt. Pepper's Lonely Hearts Club Band [50th Anniversary Edition Deluxe Version] [CD & DVD],The Beatles,Pop,Electric Version,The New Pornographers,"Indie,Rock,Pop",0
35288,35288,2173,745,I See You [CD],The xx,Pop,How I Learned To Write Backwards,The Aislers Set,"Indie,Pop",0
35295,35295,2781,745,I Am Human [CD],Escape the Fate,Pop,How I Learned To Write Backwards,The Aislers Set,"Indie,Pop",0
35310,35310,1488,745,How to Save a Life [CD],The Fray,Pop,How I Learned To Write Backwards,The Aislers Set,"Indie,Pop",0
35313,35313,3751,745,"How Big, How Blue, How Beautiful [Bonus Tracks] [CD]",Florence + the Machine,Pop,How I Learned To Write Backwards,The Aislers Set,"Indie,Pop",0
35477,35477,221,755,Sounds of Summer: The Very Best of the Beach Boys [CD],The Beach Boys,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35481,35481,241,755,The Punishment of Luxury [CD],Orchestral Manoeuvres in the Dark,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35487,35487,258,755,Time Flies: The Best of Huey Lewis & the News [CD],Huey Lewis & the News,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35488,35488,268,755,Playlist: The Very Best of the Guess Who [CD],The Guess Who,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35497,35497,326,755,Best of the Mamas & the Papas: 20th Century Masters [CD],The Mamas & the Papas,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35501,35501,343,755,The Very Best of the Rolling Stones 1964-1971 [CD],The Rolling Stones,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35516,35516,429,755,The Battle of Los Angeles [CD] [PA],Rage Against the Machine,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35548,35548,600,755,Death of a Bachelor [LP] - VINYL,Panic! At the Disco,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35568,35568,710,755,Moving in Stereo: The Best of the Cars [LP] - VINYL,The Cars,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35651,35651,1305,755,Best of the Knack [CD],The Knack,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35663,35663,1380,755,Moving in Stereo: The Best of the Cars [CD],The Cars,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35680,35680,1546,755,Days of Future Passed: Live [CD],The Moody Blues,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35681,35681,1548,755,20th Century Masters - The Millennium Collection: The Best of the Grass Roots [CD],The Grass Roots,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35701,35701,1675,755,Big Innings: The Best of the Outfield [CD],The Outfield,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35702,35702,1676,755,The Very Best of the Rascals [Rhino] [CD],The Rascals,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35715,35715,1720,755,Best of OMD [UK Bonus Tracks] [CD],Orchestral Manoeuvres in the Dark,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35716,35716,1722,755,The Very Best of Tommy James & the Shondells [CD],Tommy James & the Shondells,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35717,35717,1738,755,The Very Best of the Doors [2007 2-CD] [CD],The Doors,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35731,35731,1877,755,Days of Future Passed [LP] - VINYL,The Moody Blues,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35732,35732,1880,755,96 Tears: The Very Best of Question Mark & the Mysterians [CD],? & the Mysterians,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35745,35745,1951,755,The  Disfigurement of Existence [CD],Signs of the Swarm,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35751,35751,2013,755,Death of a Bachelor [CD],Panic! At the Disco,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35791,35791,2356,755,Through the Years: The Best of the Fray [CD],The Fray,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35821,35821,2575,755,The Very Best of Jay & the Americans [CD],Jay & the Americans,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35859,35859,2837,755,The Very Best of the Righteous Brothers: Unchained Melody [CD],The Righteous Brothers,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35870,35870,2936,755,The Very Best of Adam & the Ants: Stand & Deliver [CD],Adam and the Ants,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35911,35911,3286,755,City of Sound [CD],The Revivalists,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35924,35924,3363,755,The Punishment of Luxury: B Sides & Bonus Material [CD],Orchestral Manoeuvres in the Dark,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35933,35933,3430,755,Playlist: The Very Best of the Turtles [CD],The Turtles,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35946,35946,3530,755,The Punishment of Luxury [CD & DVD],Orchestral Manoeuvres in the Dark,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35965,35965,3674,755,The Very Best of Frankie Valli & the Four Seasons [Rhino 2002] [CD],Frankie Valli & the Four Seasons,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35993,35993,3845,755,Temple of the Dog [CD],Temple of the Dog,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
35994,35994,3848,755,Come on Get Happy: Very Best of Partridge Family [Remastered] [CD],The Partridge Family,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
36004,36004,3941,755,The Resistance: Rise of the Runaways [CD],Crown the Empire,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
36021,36021,4052,755,The Age of Absurdity [CD],Phil Campbell & the Bastard Sons,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
36022,36022,4060,755,Jump Back: The Best of the Rolling Stones (1971-1993) [CD],The Rolling Stones,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
36033,36033,4157,755,The Best of KC and the Sunshine Band [CD],KC & the Sunshine Band,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
36034,36034,4160,755,In Search of the Lost Chord [US 2008 Bonus Tracks] [CD],The Moody Blues,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
36046,36046,4208,755,Elektra Years: 1978-1987 [Six-LP Set of Colored Vinyl] [LP] - VINYL,The Cars,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
36047,36047,4209,755,Let It Rock: The Best of the Georgia Satellites [CD],The Georgia Satellites,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
36063,36063,4279,755,20th Century Masters: The Millennium Collection: Best of the Moody Blues [CD],The Moody Blues,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
36073,36073,1118,755,Evil Empire [CD] [PA],Rage Against the Machine,Pop,Son Of Evil Reindeer,The Reindeer Section,"Indie,Rock,Pop",0
36758,36758,221,759,Sounds of Summer: The Very Best of the Beach Boys [CD],The Beach Boys,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
36762,36762,241,759,The Punishment of Luxury [CD],Orchestral Manoeuvres in the Dark,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
36768,36768,258,759,Time Flies: The Best of Huey Lewis & the News [CD],Huey Lewis & the News,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
36769,36769,268,759,Playlist: The Very Best of the Guess Who [CD],The Guess Who,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
36778,36778,326,759,Best of the Mamas & the Papas: 20th Century Masters [CD],The Mamas & the Papas,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
36782,36782,343,759,The Very Best of the Rolling Stones 1964-1971 [CD],The Rolling Stones,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
36797,36797,429,759,The Battle of Los Angeles [CD] [PA],Rage Against the Machine,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
36829,36829,600,759,Death of a Bachelor [LP] - VINYL,Panic! At the Disco,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
36849,36849,710,759,Moving in Stereo: The Best of the Cars [LP] - VINYL,The Cars,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
36899,36899,1037,759,"Rise of the Blood Legion: Greatest Hits, Chapter 1 [CD & DVD]",In This Moment,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
36931,36931,1305,759,Best of the Knack [CD],The Knack,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
36943,36943,1380,759,Moving in Stereo: The Best of the Cars [CD],The Cars,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
36960,36960,1546,759,Days of Future Passed: Live [CD],The Moody Blues,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
36961,36961,1548,759,20th Century Masters - The Millennium Collection: The Best of the Grass Roots [CD],The Grass Roots,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
36981,36981,1675,759,Big Innings: The Best of the Outfield [CD],The Outfield,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
36982,36982,1676,759,The Very Best of the Rascals [Rhino] [CD],The Rascals,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
36995,36995,1720,759,Best of OMD [UK Bonus Tracks] [CD],Orchestral Manoeuvres in the Dark,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
36996,36996,1722,759,The Very Best of Tommy James & the Shondells [CD],Tommy James & the Shondells,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
36997,36997,1738,759,The Very Best of the Doors [2007 2-CD] [CD],The Doors,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37011,37011,1877,759,Days of Future Passed [LP] - VINYL,The Moody Blues,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37012,37012,1880,759,96 Tears: The Very Best of Question Mark & the Mysterians [CD],? & the Mysterians,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37025,37025,1951,759,The  Disfigurement of Existence [CD],Signs of the Swarm,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37031,37031,2013,759,Death of a Bachelor [CD],Panic! At the Disco,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37071,37071,2356,759,Through the Years: The Best of the Fray [CD],The Fray,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37101,37101,2575,759,The Very Best of Jay & the Americans [CD],Jay & the Americans,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37139,37139,2837,759,The Very Best of the Righteous Brothers: Unchained Melody [CD],The Righteous Brothers,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37150,37150,2936,759,The Very Best of Adam & the Ants: Stand & Deliver [CD],Adam and the Ants,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37191,37191,3286,759,City of Sound [CD],The Revivalists,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37204,37204,3363,759,The Punishment of Luxury: B Sides & Bonus Material [CD],Orchestral Manoeuvres in the Dark,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37213,37213,3430,759,Playlist: The Very Best of the Turtles [CD],The Turtles,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37226,37226,3530,759,The Punishment of Luxury [CD & DVD],Orchestral Manoeuvres in the Dark,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37245,37245,3674,759,The Very Best of Frankie Valli & the Four Seasons [Rhino 2002] [CD],Frankie Valli & the Four Seasons,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37271,37271,3835,759,Jar of Flies [LP] - VINYL,Alice in Chains,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37273,37273,3845,759,Temple of the Dog [CD],Temple of the Dog,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37274,37274,3848,759,Come on Get Happy: Very Best of Partridge Family [Remastered] [CD],The Partridge Family,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37284,37284,3941,759,The Resistance: Rise of the Runaways [CD],Crown the Empire,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37301,37301,4052,759,The Age of Absurdity [CD],Phil Campbell & the Bastard Sons,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37302,37302,4060,759,Jump Back: The Best of the Rolling Stones (1971-1993) [CD],The Rolling Stones,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37313,37313,4157,759,The Best of KC and the Sunshine Band [CD],KC & the Sunshine Band,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37314,37314,4160,759,In Search of the Lost Chord [US 2008 Bonus Tracks] [CD],The Moody Blues,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37326,37326,4208,759,Elektra Years: 1978-1987 [Six-LP Set of Colored Vinyl] [LP] - VINYL,The Cars,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37327,37327,4209,759,Let It Rock: The Best of the Georgia Satellites [CD],The Georgia Satellites,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37343,37343,4279,759,20th Century Masters: The Millennium Collection: Best of the Moody Blues [CD],The Moody Blues,Pop,Velocity of Sound,The Apples In Stereo,"Indie,Rock,Pop",0
37416,37416,1791,763,X [CD],Def Leppard,Pop,X,Def Leppard,"Rock,Pop",1
37536,37536,1084,766,Justified [LP] - VINYL,Justin Timberlake,Pop,Justified,Justin Timberlake,Pop,1
37537,37537,2485,766,Justified [CD],Justin Timberlake,Pop,Justified,Justin Timberlake,Pop,1
37689,37689,1201,778,Dirty Heads [CD],Dirty Heads,Pop,Dirty Vegas,Dirty Vegas,"Pop,Electronic",0
37727,37727,3245,782,Day & Age [LP] - VINYL,The Killers,Pop,Age Of The Sun,The Sunshine Fix,"Indie,Rock,Pop",0
37730,37730,4052,782,The Age of Absurdity [CD],Phil Campbell & the Bastard Sons,Pop,Age Of The Sun,The Sunshine Fix,"Indie,Rock,Pop",0
37769,37769,221,782,Sounds of Summer: The Very Best of the Beach Boys [CD],The Beach Boys,Pop,Age Of The Sun,The Sunshine Fix,"Indie,Rock,Pop",0
37773,37773,241,782,The Punishment of Luxury [CD],Orchestral Manoeuvres in the Dark,Pop,Age Of The Sun,The Sunshine Fix,"Indie,Rock,Pop",0
37779,37779,258,782,Time Flies: The Best of Huey Lewis & the News [CD],Huey Lewis & the News,Pop,Age Of The Sun,The Sunshine Fix,"Indie,Rock,Pop",0
37780,37780,268,782,Playlist: The Very Best of the Guess Who [CD],The Guess Who,Pop,Age Of The Sun,The Sunshine Fix,"Indie,Rock,Pop",0
37789,37789,326,782,Best of the Mamas & the Papas: 20th Century Masters [CD],The Mamas & the Papas,Pop,Age Of The Sun,The Sunshine Fix,"Indie,Rock,Pop",0
